Claim Year,Claim Month,Month,Diagnosis Rollup,Rollup Category,Claim Count
2015,7,01-07-2015,Hyperlipidemia,Non-Cancer,12
2015,7,01-07-2015,Normal pregnancy,Non-Cancer,13
2015,7,01-07-2015,Sinusitis (disorder),Non-Cancer,2
2015,7,01-07-2015,Unknown,Unknown,143
2015,7,01-07-2015,Viral sinusitis (disorder),Non-Cancer,5
2015,8,01-08-2015,Acute bacterial sinusitis (disorder),Non-Cancer,1
2015,8,01-08-2015,Acute bronchitis (disorder),Non-Cancer,2
2015,8,01-08-2015,Alzheimer's disease (disorder),Non-Cancer,4
2015,8,01-08-2015,Anemia (disorder),Non-Cancer,1
2015,8,01-08-2015,Appendicitis,Non-Cancer,2
2015,8,01-08-2015,Bleeding from anus,Non-Cancer,1
2015,8,01-08-2015,Breast Cancer,Cancer,1
2015,8,01-08-2015,Chronic congestive heart failure (disorder),Non-Cancer,1
2015,8,01-08-2015,Colon Cancer,Cancer,2
2015,8,01-08-2015,First degree burn,Non-Cancer,1
2015,8,01-08-2015,Fracture of ankle,Non-Cancer,2
2015,8,01-08-2015,Hyperlipidemia,Non-Cancer,14
2015,8,01-08-2015,Idiopathic atrophic hypothyroidism,Non-Cancer,1
2015,8,01-08-2015,Localized  primary osteoarthritis of the hand,Non-Cancer,1
2015,8,01-08-2015,Normal pregnancy,Non-Cancer,12
2015,8,01-08-2015,Sinusitis (disorder),Non-Cancer,1
2015,8,01-08-2015,Streptococcal sore throat (disorder),Non-Cancer,1
2015,8,01-08-2015,Unknown,Unknown,137
2015,8,01-08-2015,Viral sinusitis (disorder),Non-Cancer,7
2015,9,01-09-2015,Acute bronchitis (disorder),Non-Cancer,2
2015,9,01-09-2015,Acute viral pharyngitis (disorder),Non-Cancer,7
2015,9,01-09-2015,Alzheimer's disease (disorder),Non-Cancer,1
2015,9,01-09-2015,Asthma,Non-Cancer,2
2015,9,01-09-2015,Breast Cancer,Cancer,9
2015,9,01-09-2015,Chronic congestive heart failure (disorder),Non-Cancer,1
2015,9,01-09-2015,Colon Cancer,Cancer,1
2015,9,01-09-2015,Concussion with no loss of consciousness,Non-Cancer,2
2015,9,01-09-2015,Hyperlipidemia,Non-Cancer,13
2015,9,01-09-2015,Idiopathic atrophic hypothyroidism,Non-Cancer,1
2015,9,01-09-2015,Injury of tendon of the rotator cuff of shoulder,Non-Cancer,1
2015,9,01-09-2015,Normal pregnancy,Non-Cancer,15
2015,9,01-09-2015,Osteoarthritis of knee,Non-Cancer,1
2015,9,01-09-2015,Sinusitis (disorder),Non-Cancer,5
2015,9,01-09-2015,Unknown,Unknown,141
2015,9,01-09-2015,Viral sinusitis (disorder),Non-Cancer,5
2015,10,01-10-2015,Acute bronchitis (disorder),Non-Cancer,2
2015,10,01-10-2015,Acute viral pharyngitis (disorder),Non-Cancer,2
2015,10,01-10-2015,Alzheimer's disease (disorder),Non-Cancer,1
2015,10,01-10-2015,Breast Cancer,Cancer,9
2015,10,01-10-2015,Chronic congestive heart failure (disorder),Non-Cancer,23
2015,10,01-10-2015,Colon Cancer,Cancer,1
2015,10,01-10-2015,Concussion with loss of consciousness,Non-Cancer,1
2015,10,01-10-2015,Drug overdose,Non-Cancer,1
2015,10,01-10-2015,Hyperlipidemia,Non-Cancer,7
2015,10,01-10-2015,Normal pregnancy,Non-Cancer,13
2015,10,01-10-2015,Sinusitis (disorder),Non-Cancer,3
2015,10,01-10-2015,Streptococcal sore throat (disorder),Non-Cancer,1
2015,10,01-10-2015,Unknown,Unknown,129
2015,10,01-10-2015,Viral sinusitis (disorder),Non-Cancer,9
2015,11,01-11-2015,Acute bacterial sinusitis (disorder),Non-Cancer,1
2015,11,01-11-2015,Acute bronchitis (disorder),Non-Cancer,2
2015,11,01-11-2015,Acute viral pharyngitis (disorder),Non-Cancer,6
2015,11,01-11-2015,Alzheimer's disease (disorder),Non-Cancer,2
2015,11,01-11-2015,Asthma,Non-Cancer,2
2015,11,01-11-2015,Breast Cancer,Cancer,15
2015,11,01-11-2015,Chronic congestive heart failure (disorder),Non-Cancer,19
2015,11,01-11-2015,Closed fracture of hip,Non-Cancer,1
2015,11,01-11-2015,Colon Cancer,Cancer,1
2015,11,01-11-2015,Drug overdose,Non-Cancer,1
2015,11,01-11-2015,Fracture subluxation of wrist,Non-Cancer,1
2015,11,01-11-2015,Hyperlipidemia,Non-Cancer,21
2015,11,01-11-2015,Normal pregnancy,Non-Cancer,9
2015,11,01-11-2015,Sinusitis (disorder),Non-Cancer,4
2015,11,01-11-2015,Unknown,Unknown,153
2015,11,01-11-2015,Viral sinusitis (disorder),Non-Cancer,2
2015,12,01-12-2015,Acute bronchitis (disorder),Non-Cancer,4
2015,12,01-12-2015,Acute viral pharyngitis (disorder),Non-Cancer,5
2015,12,01-12-2015,Alzheimer's disease (disorder),Non-Cancer,3
2015,12,01-12-2015,Asthma,Non-Cancer,1
2015,12,01-12-2015,Breast Cancer,Cancer,6
2015,12,01-12-2015,Chronic congestive heart failure (disorder),Non-Cancer,17
2015,12,01-12-2015,Colon Cancer,Cancer,1
2015,12,01-12-2015,Cystitis,Non-Cancer,1
2015,12,01-12-2015,Fracture of ankle,Non-Cancer,1
2015,12,01-12-2015,Hyperlipidemia,Non-Cancer,14
2015,12,01-12-2015,Injury of tendon of the rotator cuff of shoulder,Non-Cancer,1
2015,12,01-12-2015,Localized  primary osteoarthritis of the hand,Non-Cancer,1
2015,12,01-12-2015,Normal pregnancy,Non-Cancer,11
2015,12,01-12-2015,Rheumatoid arthritis,Non-Cancer,1
2015,12,01-12-2015,Sinusitis (disorder),Non-Cancer,1
2015,12,01-12-2015,Streptococcal sore throat (disorder),Non-Cancer,1
2015,12,01-12-2015,Unknown,Unknown,143
2015,12,01-12-2015,Viral sinusitis (disorder),Non-Cancer,3
2016,1,01-01-2016,Acute bacterial sinusitis (disorder),Non-Cancer,4
2016,1,01-01-2016,Acute bronchitis (disorder),Non-Cancer,3
2016,1,01-01-2016,Acute viral pharyngitis (disorder),Non-Cancer,3
2016,1,01-01-2016,Alzheimer's disease (disorder),Non-Cancer,2
2016,1,01-01-2016,Breast Cancer,Cancer,3
2016,1,01-01-2016,Chronic congestive heart failure (disorder),Non-Cancer,18
2016,1,01-01-2016,Colon Cancer,Cancer,1
2016,1,01-01-2016,Escherichia coli urinary tract infection,Non-Cancer,1
2016,1,01-01-2016,Fracture of ankle,Non-Cancer,1
2016,1,01-01-2016,Hyperlipidemia,Non-Cancer,7
2016,1,01-01-2016,Normal pregnancy,Non-Cancer,12
2016,1,01-01-2016,Osteoarthritis of knee,Non-Cancer,1
2016,1,01-01-2016,Otitis media,Non-Cancer,1
2016,1,01-01-2016,Primary fibromyalgia syndrome,Non-Cancer,1
2016,1,01-01-2016,Second degree burn,Non-Cancer,1
2016,1,01-01-2016,Sinusitis (disorder),Non-Cancer,2
2016,1,01-01-2016,Unknown,Unknown,125
2016,1,01-01-2016,Viral sinusitis (disorder),Non-Cancer,10
2016,2,01-02-2016,Acute bacterial sinusitis (disorder),Non-Cancer,4
2016,2,01-02-2016,Acute bronchitis (disorder),Non-Cancer,2
2016,2,01-02-2016,Acute viral pharyngitis (disorder),Non-Cancer,1
2016,2,01-02-2016,Anemia (disorder),Non-Cancer,1
2016,2,01-02-2016,Asthma,Non-Cancer,1
2016,2,01-02-2016,Breast Cancer,Cancer,4
2016,2,01-02-2016,Chronic congestive heart failure (disorder),Non-Cancer,21
2016,2,01-02-2016,Fetus with unknown complication,Non-Cancer,1
2016,2,01-02-2016,Fracture subluxation of wrist,Non-Cancer,1
2016,2,01-02-2016,Hyperlipidemia,Non-Cancer,9
2016,2,01-02-2016,Localized  primary osteoarthritis of the hand,Non-Cancer,1
2016,2,01-02-2016,Normal pregnancy,Non-Cancer,7
2016,2,01-02-2016,Otitis media,Non-Cancer,1
2016,2,01-02-2016,Sinusitis (disorder),Non-Cancer,1
2016,2,01-02-2016,Streptococcal sore throat (disorder),Non-Cancer,1
2016,2,01-02-2016,Unknown,Unknown,141
2016,2,01-02-2016,Viral sinusitis (disorder),Non-Cancer,5
2016,3,01-03-2016,Acute bacterial sinusitis (disorder),Non-Cancer,2
2016,3,01-03-2016,Acute bronchitis (disorder),Non-Cancer,1
2016,3,01-03-2016,Acute viral pharyngitis (disorder),Non-Cancer,4
2016,3,01-03-2016,Alzheimer's disease (disorder),Non-Cancer,3
2016,3,01-03-2016,Asthma,Non-Cancer,2
2016,3,01-03-2016,Breast Cancer,Cancer,3
2016,3,01-03-2016,Chronic congestive heart failure (disorder),Non-Cancer,22
2016,3,01-03-2016,Drug overdose,Non-Cancer,2
2016,3,01-03-2016,Fracture of ankle,Non-Cancer,1
2016,3,01-03-2016,Fracture of clavicle,Non-Cancer,1
2016,3,01-03-2016,Hyperlipidemia,Non-Cancer,18
2016,3,01-03-2016,Normal pregnancy,Non-Cancer,8
2016,3,01-03-2016,Osteoarthritis of knee,Non-Cancer,1
2016,3,01-03-2016,Streptococcal sore throat (disorder),Non-Cancer,2
2016,3,01-03-2016,Unknown,Unknown,136
2016,3,01-03-2016,Viral sinusitis (disorder),Non-Cancer,5
2016,4,01-04-2016,Acute bacterial sinusitis (disorder),Non-Cancer,3
2016,4,01-04-2016,Acute bronchitis (disorder),Non-Cancer,3
2016,4,01-04-2016,Acute viral pharyngitis (disorder),Non-Cancer,5
2016,4,01-04-2016,Alzheimer's disease (disorder),Non-Cancer,1
2016,4,01-04-2016,Anemia (disorder),Non-Cancer,1
2016,4,01-04-2016,Breast Cancer,Cancer,3
2016,4,01-04-2016,Chronic congestive heart failure (disorder),Non-Cancer,14
2016,4,01-04-2016,Chronic pain,Non-Cancer,1
2016,4,01-04-2016,Colon Cancer,Cancer,1
2016,4,01-04-2016,First degree burn,Non-Cancer,1
2016,4,01-04-2016,Fracture subluxation of wrist,Non-Cancer,1
2016,4,01-04-2016,Hyperlipidemia,Non-Cancer,11
2016,4,01-04-2016,Normal pregnancy,Non-Cancer,8
2016,4,01-04-2016,Otitis media,Non-Cancer,1
2016,4,01-04-2016,Sinusitis (disorder),Non-Cancer,2
2016,4,01-04-2016,Streptococcal sore throat (disorder),Non-Cancer,1
2016,4,01-04-2016,Unknown,Unknown,135
2016,4,01-04-2016,Viral sinusitis (disorder),Non-Cancer,6
2016,5,01-05-2016,Acute bacterial sinusitis (disorder),Non-Cancer,2
2016,5,01-05-2016,Acute bronchitis (disorder),Non-Cancer,3
2016,5,01-05-2016,Acute viral pharyngitis (disorder),Non-Cancer,3
2016,5,01-05-2016,Asthma,Non-Cancer,2
2016,5,01-05-2016,Breast Cancer,Cancer,13
2016,5,01-05-2016,Chronic congestive heart failure (disorder),Non-Cancer,3
2016,5,01-05-2016,Concussion with no loss of consciousness,Non-Cancer,1
2016,5,01-05-2016,Drug overdose,Non-Cancer,1
2016,5,01-05-2016,Escherichia coli urinary tract infection,Non-Cancer,1
2016,5,01-05-2016,Fracture of clavicle,Non-Cancer,1
2016,5,01-05-2016,Hyperlipidemia,Non-Cancer,9
2016,5,01-05-2016,Normal pregnancy,Non-Cancer,5
2016,5,01-05-2016,Second degree burn,Non-Cancer,1
2016,5,01-05-2016,Sinusitis (disorder),Non-Cancer,1
2016,5,01-05-2016,Unknown,Unknown,147
2016,5,01-05-2016,Viral sinusitis (disorder),Non-Cancer,5
2016,6,01-06-2016,Acute bacterial sinusitis (disorder),Non-Cancer,1
2016,6,01-06-2016,Acute bronchitis (disorder),Non-Cancer,2
2016,6,01-06-2016,Acute viral pharyngitis (disorder),Non-Cancer,3
2016,6,01-06-2016,Asthma,Non-Cancer,1
2016,6,01-06-2016,Breast Cancer,Cancer,1
2016,6,01-06-2016,Fetus with unknown complication,Non-Cancer,1
2016,6,01-06-2016,Fracture of clavicle,Non-Cancer,1
2016,6,01-06-2016,Fracture of forearm,Non-Cancer,1
2016,6,01-06-2016,Hyperlipidemia,Non-Cancer,14
2016,6,01-06-2016,Normal pregnancy,Non-Cancer,5
2016,6,01-06-2016,Prostate Cancer,Cancer,1
2016,6,01-06-2016,Second degree burn,Non-Cancer,1
2016,6,01-06-2016,Sinusitis (disorder),Non-Cancer,2
2016,6,01-06-2016,Unknown,Unknown,170
2016,6,01-06-2016,Viral sinusitis (disorder),Non-Cancer,7
2016,7,01-07-2016,Acute bacterial sinusitis (disorder),Non-Cancer,1
2016,7,01-07-2016,Acute bronchitis (disorder),Non-Cancer,2
2016,7,01-07-2016,Acute viral pharyngitis (disorder),Non-Cancer,1
2016,7,01-07-2016,Alzheimer's disease (disorder),Non-Cancer,1
2016,7,01-07-2016,Breast Cancer,Cancer,3
2016,7,01-07-2016,Drug overdose,Non-Cancer,1
2016,7,01-07-2016,Escherichia coli urinary tract infection,Non-Cancer,1
2016,7,01-07-2016,Fracture of forearm,Non-Cancer,1
2016,7,01-07-2016,Hyperlipidemia,Non-Cancer,13
2016,7,01-07-2016,Normal pregnancy,Non-Cancer,10
2016,7,01-07-2016,Unknown,Unknown,141
2016,7,01-07-2016,Viral sinusitis (disorder),Non-Cancer,11
2016,8,01-08-2016,Acute bacterial sinusitis (disorder),Non-Cancer,2
2016,8,01-08-2016,Acute bronchitis (disorder),Non-Cancer,1
2016,8,01-08-2016,Acute viral pharyngitis (disorder),Non-Cancer,3
2016,8,01-08-2016,Asthma,Non-Cancer,4
2016,8,01-08-2016,Breast Cancer,Cancer,1
2016,8,01-08-2016,Chronic congestive heart failure (disorder),Non-Cancer,1
2016,8,01-08-2016,Fetus with unknown complication,Non-Cancer,1
2016,8,01-08-2016,Fracture of clavicle,Non-Cancer,1
2016,8,01-08-2016,Fracture of forearm,Non-Cancer,2
2016,8,01-08-2016,Hyperlipidemia,Non-Cancer,12
2016,8,01-08-2016,Normal pregnancy,Non-Cancer,6
2016,8,01-08-2016,Prostate Cancer,Cancer,1
2016,8,01-08-2016,Sinusitis (disorder),Non-Cancer,1
2016,8,01-08-2016,Streptococcal sore throat (disorder),Non-Cancer,1
2016,8,01-08-2016,Unknown,Unknown,145
2016,8,01-08-2016,Viral sinusitis (disorder),Non-Cancer,9
2016,9,01-09-2016,Acute bacterial sinusitis (disorder),Non-Cancer,3
2016,9,01-09-2016,Acute bronchitis (disorder),Non-Cancer,11
2016,9,01-09-2016,Acute viral pharyngitis (disorder),Non-Cancer,6
2016,9,01-09-2016,Alzheimer's disease (disorder),Non-Cancer,1
2016,9,01-09-2016,Breast Cancer,Cancer,9
2016,9,01-09-2016,Chronic congestive heart failure (disorder),Non-Cancer,1
2016,9,01-09-2016,Closed fracture of hip,Non-Cancer,1
2016,9,01-09-2016,Concussion with no loss of consciousness,Non-Cancer,1
2016,9,01-09-2016,Drug overdose,Non-Cancer,1
2016,9,01-09-2016,First degree burn,Non-Cancer,1
2016,9,01-09-2016,Fracture of forearm,Non-Cancer,1
2016,9,01-09-2016,Fracture of rib,Non-Cancer,1
2016,9,01-09-2016,Fracture subluxation of wrist,Non-Cancer,1
2016,9,01-09-2016,Hyperlipidemia,Non-Cancer,13
2016,9,01-09-2016,Idiopathic atrophic hypothyroidism,Non-Cancer,2
2016,9,01-09-2016,Normal pregnancy,Non-Cancer,10
2016,9,01-09-2016,Otitis media,Non-Cancer,1
2016,9,01-09-2016,Sinusitis (disorder),Non-Cancer,2
2016,9,01-09-2016,Unknown,Unknown,135
2016,9,01-09-2016,Viral sinusitis (disorder),Non-Cancer,3
2016,10,01-10-2016,Acute bacterial sinusitis (disorder),Non-Cancer,1
2016,10,01-10-2016,Acute bronchitis (disorder),Non-Cancer,4
2016,10,01-10-2016,Acute viral pharyngitis (disorder),Non-Cancer,2
2016,10,01-10-2016,Alzheimer's disease (disorder),Non-Cancer,4
2016,10,01-10-2016,Blighted ovum,Non-Cancer,1
2016,10,01-10-2016,Breast Cancer,Cancer,12
2016,10,01-10-2016,Chronic congestive heart failure (disorder),Non-Cancer,3
2016,10,01-10-2016,Concussion with loss of consciousness,Non-Cancer,1
2016,10,01-10-2016,Cystitis,Non-Cancer,2
2016,10,01-10-2016,Drug overdose,Non-Cancer,2
2016,10,01-10-2016,Fetus with unknown complication,Non-Cancer,1
2016,10,01-10-2016,Fracture of ankle,Non-Cancer,1
2016,10,01-10-2016,Fracture of clavicle,Non-Cancer,1
2016,10,01-10-2016,Hyperlipidemia,Non-Cancer,8
2016,10,01-10-2016,Normal pregnancy,Non-Cancer,11
2016,10,01-10-2016,Second degree burn,Non-Cancer,1
2016,10,01-10-2016,Sinusitis (disorder),Non-Cancer,2
2016,10,01-10-2016,Unknown,Unknown,149
2016,10,01-10-2016,Viral sinusitis (disorder),Non-Cancer,7
2016,11,01-11-2016,Acute bronchitis (disorder),Non-Cancer,2
2016,11,01-11-2016,Acute viral pharyngitis (disorder),Non-Cancer,7
2016,11,01-11-2016,Alzheimer's disease (disorder),Non-Cancer,1
2016,11,01-11-2016,Anemia (disorder),Non-Cancer,1
2016,11,01-11-2016,Breast Cancer,Cancer,11
2016,11,01-11-2016,Chronic congestive heart failure (disorder),Non-Cancer,4
2016,11,01-11-2016,Colon Cancer,Cancer,1
2016,11,01-11-2016,Cystitis,Non-Cancer,1
2016,11,01-11-2016,Fracture of clavicle,Non-Cancer,1
2016,11,01-11-2016,Fracture of forearm,Non-Cancer,1
2016,11,01-11-2016,Hyperlipidemia,Non-Cancer,20
2016,11,01-11-2016,Normal pregnancy,Non-Cancer,7
2016,11,01-11-2016,Sinusitis (disorder),Non-Cancer,1
2016,11,01-11-2016,Unknown,Unknown,164
2016,11,01-11-2016,Viral sinusitis (disorder),Non-Cancer,6
2016,12,01-12-2016,Acute bacterial sinusitis (disorder),Non-Cancer,1
2016,12,01-12-2016,Acute bronchitis (disorder),Non-Cancer,3
2016,12,01-12-2016,Acute viral pharyngitis (disorder),Non-Cancer,4
2016,12,01-12-2016,Alzheimer's disease (disorder),Non-Cancer,2
2016,12,01-12-2016,Anemia (disorder),Non-Cancer,1
2016,12,01-12-2016,Breast Cancer,Cancer,5
2016,12,01-12-2016,Chronic congestive heart failure (disorder),Non-Cancer,2
2016,12,01-12-2016,Drug overdose,Non-Cancer,1
2016,12,01-12-2016,First degree burn,Non-Cancer,1
2016,12,01-12-2016,Hyperlipidemia,Non-Cancer,13
2016,12,01-12-2016,Normal pregnancy,Non-Cancer,6
2016,12,01-12-2016,Sinusitis (disorder),Non-Cancer,2
2016,12,01-12-2016,Streptococcal sore throat (disorder),Non-Cancer,1
2016,12,01-12-2016,Unknown,Unknown,165
2016,12,01-12-2016,Viral sinusitis (disorder),Non-Cancer,6
2017,1,01-01-2017,Acute bacterial sinusitis (disorder),Non-Cancer,1
2017,1,01-01-2017,Acute bronchitis (disorder),Non-Cancer,6
2017,1,01-01-2017,Acute viral pharyngitis (disorder),Non-Cancer,1
2017,1,01-01-2017,Alzheimer's disease (disorder),Non-Cancer,1
2017,1,01-01-2017,Anemia (disorder),Non-Cancer,1
2017,1,01-01-2017,Asthma,Non-Cancer,1
2017,1,01-01-2017,Bleeding from anus,Non-Cancer,1
2017,1,01-01-2017,Blighted ovum,Non-Cancer,1
2017,1,01-01-2017,Breast Cancer,Cancer,4
2017,1,01-01-2017,Cardiac Arrest,Non-Cancer,1
2017,1,01-01-2017,Colon Cancer,Cancer,2
2017,1,01-01-2017,First degree burn,Non-Cancer,1
2017,1,01-01-2017,Fracture of clavicle,Non-Cancer,1
2017,1,01-01-2017,Hyperlipidemia,Non-Cancer,7
2017,1,01-01-2017,Normal pregnancy,Non-Cancer,10
2017,1,01-01-2017,Sinusitis (disorder),Non-Cancer,1
2017,1,01-01-2017,Streptococcal sore throat (disorder),Non-Cancer,2
2017,1,01-01-2017,Unknown,Unknown,139
2017,1,01-01-2017,Viral sinusitis (disorder),Non-Cancer,6
2017,2,01-02-2017,Acute bacterial sinusitis (disorder),Non-Cancer,1
2017,2,01-02-2017,Acute bronchitis (disorder),Non-Cancer,1
2017,2,01-02-2017,Acute viral pharyngitis (disorder),Non-Cancer,2
2017,2,01-02-2017,Alzheimer's disease (disorder),Non-Cancer,1
2017,2,01-02-2017,Asthma,Non-Cancer,2
2017,2,01-02-2017,Breast Cancer,Cancer,2
2017,2,01-02-2017,Chronic congestive heart failure (disorder),Non-Cancer,2
2017,2,01-02-2017,Closed fracture of hip,Non-Cancer,1
2017,2,01-02-2017,Colon Cancer,Cancer,1
2017,2,01-02-2017,Concussion with no loss of consciousness,Non-Cancer,1
2017,2,01-02-2017,Drug overdose,Non-Cancer,1
2017,2,01-02-2017,Fetus with unknown complication,Non-Cancer,2
2017,2,01-02-2017,Hyperlipidemia,Non-Cancer,9
2017,2,01-02-2017,Myocardial Infarction,Non-Cancer,1
2017,2,01-02-2017,Normal pregnancy,Non-Cancer,9
2017,2,01-02-2017,Sinusitis (disorder),Non-Cancer,1
2017,2,01-02-2017,Stroke,Non-Cancer,1
2017,2,01-02-2017,Unknown,Unknown,125
2017,2,01-02-2017,Viral sinusitis (disorder),Non-Cancer,8
2017,3,01-03-2017,Acute bacterial sinusitis (disorder),Non-Cancer,3
2017,3,01-03-2017,Acute bronchitis (disorder),Non-Cancer,1
2017,3,01-03-2017,Acute viral pharyngitis (disorder),Non-Cancer,5
2017,3,01-03-2017,Alzheimer's disease (disorder),Non-Cancer,1
2017,3,01-03-2017,Asthma,Non-Cancer,1
2017,3,01-03-2017,Breast Cancer,Cancer,6
2017,3,01-03-2017,Chronic congestive heart failure (disorder),Non-Cancer,2
2017,3,01-03-2017,Closed fracture of hip,Non-Cancer,1
2017,3,01-03-2017,Colon Cancer,Cancer,1
2017,3,01-03-2017,Drug overdose,Non-Cancer,1
2017,3,01-03-2017,Escherichia coli urinary tract infection,Non-Cancer,1
2017,3,01-03-2017,Fetus with unknown complication,Non-Cancer,1
2017,3,01-03-2017,Fracture of clavicle,Non-Cancer,1
2017,3,01-03-2017,Hyperlipidemia,Non-Cancer,18
2017,3,01-03-2017,Normal pregnancy,Non-Cancer,13
2017,3,01-03-2017,Streptococcal sore throat (disorder),Non-Cancer,1
2017,3,01-03-2017,Third degree burn,Non-Cancer,1
2017,3,01-03-2017,Unknown,Unknown,130
2017,3,01-03-2017,Viral sinusitis (disorder),Non-Cancer,2
2017,4,01-04-2017,Acute bacterial sinusitis (disorder),Non-Cancer,1
2017,4,01-04-2017,Acute bronchitis (disorder),Non-Cancer,6
2017,4,01-04-2017,Acute viral pharyngitis (disorder),Non-Cancer,5
2017,4,01-04-2017,Alzheimer's disease (disorder),Non-Cancer,5
2017,4,01-04-2017,Asthma,Non-Cancer,2
2017,4,01-04-2017,Breast Cancer,Cancer,9
2017,4,01-04-2017,Chronic congestive heart failure (disorder),Non-Cancer,1
2017,4,01-04-2017,Colon Cancer,Cancer,1
2017,4,01-04-2017,Drug overdose,Non-Cancer,1
2017,4,01-04-2017,Fracture subluxation of wrist,Non-Cancer,1
2017,4,01-04-2017,Hyperlipidemia,Non-Cancer,11
2017,4,01-04-2017,Impacted molars,Non-Cancer,1
2017,4,01-04-2017,Normal pregnancy,Non-Cancer,10
2017,4,01-04-2017,Pneumonia,Non-Cancer,1
2017,4,01-04-2017,Sinusitis (disorder),Non-Cancer,1
2017,4,01-04-2017,Streptococcal sore throat (disorder),Non-Cancer,1
2017,4,01-04-2017,Unknown,Unknown,122
2017,4,01-04-2017,Viral sinusitis (disorder),Non-Cancer,6
2017,5,01-05-2017,Acute bacterial sinusitis (disorder),Non-Cancer,3
2017,5,01-05-2017,Acute bronchitis (disorder),Non-Cancer,4
2017,5,01-05-2017,Alzheimer's disease (disorder),Non-Cancer,1
2017,5,01-05-2017,Anemia (disorder),Non-Cancer,1
2017,5,01-05-2017,Asthma,Non-Cancer,1
2017,5,01-05-2017,Breast Cancer,Cancer,7
2017,5,01-05-2017,Chronic congestive heart failure (disorder),Non-Cancer,7
2017,5,01-05-2017,Colon Cancer,Cancer,1
2017,5,01-05-2017,Concussion with no loss of consciousness,Non-Cancer,1
2017,5,01-05-2017,Cystitis,Non-Cancer,1
2017,5,01-05-2017,Drug overdose,Non-Cancer,4
2017,5,01-05-2017,Fetus with unknown complication,Non-Cancer,1
2017,5,01-05-2017,Fracture of clavicle,Non-Cancer,1
2017,5,01-05-2017,Fracture of forearm,Non-Cancer,1
2017,5,01-05-2017,Fracture of rib,Non-Cancer,1
2017,5,01-05-2017,Hyperlipidemia,Non-Cancer,8
2017,5,01-05-2017,Normal pregnancy,Non-Cancer,13
2017,5,01-05-2017,Primary fibromyalgia syndrome,Non-Cancer,1
2017,5,01-05-2017,Sinusitis (disorder),Non-Cancer,2
2017,5,01-05-2017,Unknown,Unknown,146
2017,5,01-05-2017,Viral sinusitis (disorder),Non-Cancer,7
2017,6,01-06-2017,Acute bacterial sinusitis (disorder),Non-Cancer,1
2017,6,01-06-2017,Acute bronchitis (disorder),Non-Cancer,6
2017,6,01-06-2017,Acute viral pharyngitis (disorder),Non-Cancer,2
2017,6,01-06-2017,Anemia (disorder),Non-Cancer,2
2017,6,01-06-2017,Asthma,Non-Cancer,1
2017,6,01-06-2017,Chronic congestive heart failure (disorder),Non-Cancer,28
2017,6,01-06-2017,Chronic intractable migraine without aura,Non-Cancer,1
2017,6,01-06-2017,Closed fracture of hip,Non-Cancer,1
2017,6,01-06-2017,Colon Cancer,Cancer,1
2017,6,01-06-2017,Drug overdose,Non-Cancer,1
2017,6,01-06-2017,Escherichia coli urinary tract infection,Non-Cancer,2
2017,6,01-06-2017,First degree burn,Non-Cancer,1
2017,6,01-06-2017,Hyperlipidemia,Non-Cancer,13
2017,6,01-06-2017,Idiopathic atrophic hypothyroidism,Non-Cancer,2
2017,6,01-06-2017,Normal pregnancy,Non-Cancer,16
2017,6,01-06-2017,Otitis media,Non-Cancer,1
2017,6,01-06-2017,Sinusitis (disorder),Non-Cancer,3
2017,6,01-06-2017,Unknown,Unknown,127
2017,6,01-06-2017,Viral sinusitis (disorder),Non-Cancer,7
2017,7,01-07-2017,Acute bacterial sinusitis (disorder),Non-Cancer,1
2017,7,01-07-2017,Acute bronchitis (disorder),Non-Cancer,4
2017,7,01-07-2017,Acute viral pharyngitis (disorder),Non-Cancer,2
2017,7,01-07-2017,Alzheimer's disease (disorder),Non-Cancer,2
2017,7,01-07-2017,Asthma,Non-Cancer,1
2017,7,01-07-2017,Breast Cancer,Cancer,4
2017,7,01-07-2017,Chronic congestive heart failure (disorder),Non-Cancer,27
2017,7,01-07-2017,Chronic intractable migraine without aura,Non-Cancer,1
2017,7,01-07-2017,Colon Cancer,Cancer,1
2017,7,01-07-2017,Drug overdose,Non-Cancer,2
2017,7,01-07-2017,Hyperlipidemia,Non-Cancer,13
2017,7,01-07-2017,Injury of tendon of the rotator cuff of shoulder,Non-Cancer,1
2017,7,01-07-2017,Normal pregnancy,Non-Cancer,13
2017,7,01-07-2017,Sinusitis (disorder),Non-Cancer,2
2017,7,01-07-2017,Streptococcal sore throat (disorder),Non-Cancer,1
2017,7,01-07-2017,Unknown,Unknown,130
2017,7,01-07-2017,Viral sinusitis (disorder),Non-Cancer,4
2017,8,01-08-2017,Acute bacterial sinusitis (disorder),Non-Cancer,2
2017,8,01-08-2017,Acute bronchitis (disorder),Non-Cancer,3
2017,8,01-08-2017,Acute viral pharyngitis (disorder),Non-Cancer,2
2017,8,01-08-2017,Breast Cancer,Cancer,3
2017,8,01-08-2017,Chronic congestive heart failure (disorder),Non-Cancer,21
2017,8,01-08-2017,Drug overdose,Non-Cancer,1
2017,8,01-08-2017,Fracture of ankle,Non-Cancer,1
2017,8,01-08-2017,Fracture subluxation of wrist,Non-Cancer,1
2017,8,01-08-2017,Hyperlipidemia,Non-Cancer,12
2017,8,01-08-2017,Injury of medial collateral ligament of knee,Non-Cancer,1
2017,8,01-08-2017,Injury of tendon of the rotator cuff of shoulder,Non-Cancer,1
